user_id,signup_date,country,platform
815,2025-02-01,UAE,Android
816,2025-03-01,Saudi,Web
817,2025-03-14,Saudi,Android
818,2025-03-20,Egypt,iOS
819,2025-03-27,Egypt,iOS
820,2025-02-18,Egypt,Android
821,2025-02-13,UAE,Android
822,2025-01-04,Egypt,Android
823,2025-03-05,Egypt,iOS
824,2025-02-11,Egypt,iOS
825,2025-01-24,Saudi,iOS
826,2025-03-04,UAE,iOS
827,2025-01-28,Egypt,Android
828,2025-02-15,Egypt,Web
829,2025-02-03,Saudi,iOS
830,2025-02-13,Egypt,Android
831,2025-02-05,Egypt,Web
832,2025-03-18,Egypt,iOS
833,2025-03-31,Egypt,iOS
834,2025-02-05,Egypt,iOS
835,2025-03-13,Egypt,Web
836,2025-01-02,Egypt,iOS
837,2025-03-08,UAE,Android
838,2025-01-25,Egypt,Android
839,2025-01-11,Saudi,Web
840,2025-01-31,Saudi,Android
841,2025-02-22,Egypt,Android
842,2025-03-04,Saudi,Android
843,2025-03-13,Egypt,Android
844,2025-01-31,UAE,iOS
845,2025-03-30,Egypt,Web
846,2025-03-02,Egypt,Android
847,2025-03-24,Egypt,Android
848,2025-03-04,UAE,Android
849,2025-02-27,Saudi,Web
850,2025-01-03,Saudi,iOS
851,2025-01-12,Egypt,Android
852,2025-02-07,Saudi,Web
853,2025-01-29,Egypt,Web
854,2025-02-21,UAE,Web
855,2025-03-30,Egypt,Web
856,2025-02-01,Egypt,Android
857,2025-02-09,Egypt,iOS
858,2025-03-26,Egypt,iOS
859,2025-03-16,Saudi,Web
860,2025-02-17,Egypt,iOS
861,2025-03-02,Saudi,iOS
862,2025-03-12,Egypt,iOS
863,2025-03-09,Saudi,Android
864,2025-02-14,Egypt,iOS
865,2025-02-24,Egypt,Web
866,2025-03-12,Saudi,Web
867,2025-02-12,Egypt,Android
868,2025-02-15,Egypt,Android
869,2025-03-31,UAE,Android
870,2025-02-28,UAE,iOS
871,2025-02-04,Egypt,Web
872,2025-02-09,Egypt,Android
873,2025-02-02,Saudi,iOS
874,2025-01-30,Egypt,Web
875,2025-01-16,Egypt,iOS
876,2025-01-25,Egypt,iOS
877,2025-02-10,Saudi,iOS
878,2025-01-16,Saudi,iOS
879,2025-03-10,Egypt,Android
880,2025-03-30,Egypt,iOS
881,2025-01-24,Egypt,iOS
882,2025-01-25,Saudi,Web
883,2025-01-28,Egypt,iOS
884,2025-03-03,Egypt,iOS
885,2025-02-05,Saudi,Android
886,2025-03-17,Egypt,iOS
887,2025-03-09,Saudi,Android
888,2025-03-18,Egypt,Android
889,2025-02-06,Egypt,iOS
890,2025-01-13,Egypt,Web
891,2025-01-25,Saudi,Android
892,2025-02-07,UAE,Android
893,2025-01-30,UAE,Web
894,2025-02-16,Egypt,Android
895,2025-01-23,Saudi,iOS
896,2025-02-08,Egypt,iOS
897,2025-01-02,Egypt,iOS
898,2025-03-10,UAE,Android
899,2025-01-17,Egypt,Android
900,2025-02-05,Egypt,iOS
901,2025-01-06,Egypt,iOS
902,2025-01-07,Egypt,Android
903,2025-03-12,Egypt,iOS
904,2025-02-07,Saudi,Android
905,2025-03-31,Egypt,iOS
906,2025-01-17,UAE,Android
907,2025-03-23,UAE,Web
908,2025-03-04,Egypt,Android
909,2025-01-14,Egypt,Android
910,2025-01-02,Egypt,Android
911,2025-03-15,Saudi,Android
912,2025-02-06,Egypt,Web
913,2025-03-02,Saudi,Web
914,2025-03-03,Egypt,Android
915,2025-02-26,Saudi,Android
916,2025-02-13,Egypt,iOS
917,2025-01-24,Egypt,Web
918,2025-01-07,UAE,iOS
919,2025-02-02,Saudi,Android
920,2025-03-03,Egypt,Android
921,2025-01-15,UAE,iOS
922,2025-01-09,Egypt,Android
923,2025-02-21,UAE,iOS
924,2025-03-04,Saudi,Android
925,2025-01-10,Egypt,iOS
926,2025-03-15,Egypt,Android
927,2025-03-22,Egypt,iOS
928,2025-03-29,Saudi,iOS
929,2025-01-07,Saudi,iOS
930,2025-01-20,Egypt,Android
931,2025-01-20,Egypt,iOS
932,2025-03-14,UAE,iOS
933,2025-02-08,UAE,iOS
934,2025-01-11,Saudi,iOS
935,2025-02-01,Egypt,iOS
936,2025-01-16,Egypt,Web
937,2025-03-13,Egypt,Android
938,2025-02-23,UAE,Web
939,2025-03-19,Egypt,iOS
940,2025-03-18,Saudi,Android
941,2025-03-21,Egypt,Android
942,2025-01-29,Saudi,Android
943,2025-03-08,Saudi,iOS
944,2025-02-18,UAE,iOS
945,2025-02-27,Egypt,iOS
946,2025-02-26,Egypt,iOS
947,2025-02-08,Egypt,Android
948,2025-03-17,UAE,Android
949,2025-02-24,UAE,Android
950,2025-02-09,Saudi,Android
951,2025-03-14,Saudi,Android
952,2025-03-21,Saudi,Android
953,2025-01-08,Egypt,iOS
954,2025-03-20,UAE,iOS
955,2025-01-13,Egypt,Web
956,2025-01-27,Egypt,Web
957,2025-03-22,Saudi,iOS
958,2025-01-28,Egypt,Android
959,2025-02-03,Egypt,iOS
960,2025-03-26,Saudi,iOS
961,2025-01-11,Egypt,Android
962,2025-01-21,Saudi,Android
963,2025-01-31,Egypt,Web
964,2025-01-23,Egypt,Android
965,2025-03-12,Egypt,iOS
966,2025-01-10,Egypt,iOS
967,2025-01-21,Saudi,Android
968,2025-01-01,Egypt,Android
969,2025-02-22,Saudi,Android
970,2025-02-27,Egypt,Android
971,2025-03-30,Saudi,Android
972,2025-03-18,UAE,Web
973,2025-03-02,Saudi,Android
974,2025-02-07,Egypt,iOS
975,2025-01-05,Egypt,Android
976,2025-01-30,Egypt,Web
977,2025-02-06,Saudi,Android
978,2025-02-06,Egypt,Android
979,2025-03-31,Egypt,Web
980,2025-02-28,Saudi,Web
981,2025-01-10,Egypt,Android
982,2025-03-29,Saudi,Web
983,2025-01-30,Egypt,iOS
984,2025-02-03,Egypt,iOS
985,2025-03-22,Saudi,Android
986,2025-03-17,Egypt,Android
987,2025-03-26,Saudi,iOS
988,2025-01-26,Egypt,iOS
989,2025-02-24,Egypt,Android
990,2025-01-15,UAE,iOS
991,2025-03-11,Saudi,iOS
992,2025-01-29,Saudi,Android
993,2025-03-24,Egypt,iOS
994,2025-01-20,Saudi,Android
995,2025-02-04,Egypt,iOS
996,2025-01-19,Egypt,iOS
997,2025-01-10,UAE,Web
998,2025-01-08,Egypt,Android
999,2025-01-22,UAE,Android
1000,2025-02-09,Egypt,Android
